"ELED", "373", "INTRODUCTION TO TEACHING - PRACTICUM", "Practicum experiences in an elementary or middle school classroom related to the content of ELED 372. Not open to students who have received credit for ELED 370. S/U grading.", " Admission to Woodring College&#8217;s Elementary Teacher Education Outreach Programs. Co-Req: ELED 372", "1"
"ELED", "380", "LITERACY I:  FOUNDATIONS", "Terminology and concept development of the language of literacy; introduction to assessment, curriculum, and instruction of literacy teaching and learning.", " coreq:  ELED 370, IT 444A", "4"
"ELED", "386", "PRACTICAL ASSESSMENT IN THE ELEMENTARY CLASSROOM I", "Develop skills in using assessment methodology to enhance teaching. Topics include assessment models, basic premises, the value of sound assessment procedures, and an examination of the thought processes of educational evaluation.", " Admission to Woodring College Elementary Teacher Education Outreach Programs.", "2"
"ELED", "387", "PRACTICAL ASSESSMENT IN THE ELEMENTARY CLASSROOM II", "Refine skills in using assessment methodology to enhance teaching. Topics include application of assessment models and analysis of student performance using sound assessment procedures.", " Admission to Woodring College Elementary Teacher Education Outreach Programs; ELED 386.", "2"
"ELED", "390", "EARLY CHILDHOOD PRACTICUM AND SEMINAR", "Observation, participation and related seminars in pre-kindergarten (infant, toddler, and/or preschool) sites. S/U grading", " Permission of Instructor.", "3"
"ELED", "401", "WRITING INSTRUCTION IN THE ELEMENTARY CLASSROOM", "Focus on writing development and processes. Methods for assessment and instruction for writing in the elementary school.", " Admission to Elementary Education Department or instructor permission.", "5"
"ELED", "405", "BOOKS AND MATERIALS FOR ELEMENTARY SCHOOLS", "Reading and evaluation of books and materials for elementary children; emphasizes wide reading, book selection, literary analysis, correlation with the curriculum, current content trends and innovative uses.  Formerly offered as LIBR 405.", "", "4"
"ELED", "407", "BOOKS AND MATERIALS FOR YOUNG ADULTS", "Reading and uses of books for adolescents and their curriculum; multicultural and self-concept literature; realistic and mystical fiction and poetry; literary analysis.", "", "4"
"ELED", "424", "LANGUAGE ARTS IN THE ELEMENTARY CURRICULUM", "Functions and programs of language arts in the curriculum including reading, writing, speaking, listening.", " SPED 420", "4"
"ELED", "425", "SOCIAL STUDIES FOR THE ELEMENTARY SCHOOL", "Social studies methods, resources, multicultural literature, curriculum, objectives, planning and exposure to contributions of social sciences.  Includes practicum experiences in an elementary or middle school classroom.", " ELED 370, ELED 481, and SCED 490; or permission of instructor.", "5"
"ELED", "426", "SOCIAL STUDIES METHODS", "Social studies methods, resources, multicultural literature, curriculum, objectives, planning and exposure to contributions of social sciences. No practicum experience is included in this course.", " SPED 420", "4"
"ELED", "435", "CHILD ABUSE AND NEGLECT", "Development of skills for working with children from abusive or neglectful home environments. Content deals with helping educators help children increase their self esteem and cope with their environments.", "", "3"
"ELED", "438", "SCHOOL-HOME-COMMUNITY RELATIONSHIPS", "Problems of communication and interaction among teachers, parents, and paraprofessionals, administrators, and community; conferencing, planning meetings, community survey. PR publications, use of mass media.", "", "1"
"ELED", "456", "LITERACY ASSESSMENT", "Explores classroom-based literacy assessment, with a focus on reading, writing, and oral language; includes 20 hour practicum.", " ELED 480 and ELED 481 or permission of instructor.", "4"
"ELED", "464", "MULTICULTURAL EDUCATION FOR TEACHERS", "Preparation for teaching in a multicultural society. Participants will learn how to design a curriculum that reflects diversity and an instructional methodology that promotes the learning of diverse students.", "", "4"
"ELED", "470", "DEVELOPING TEACHING", "Strengthening teaching understandings, skills, and dispositions with an emphasis on learners and learning in classroom contexts, subject matter knowledge and pedagogy, and developing and sustaining a productive and inclusive classroom culture and organization.  Includes practicum experiences in an elementary or middle school classroom.", " ELED 370, ELED 481, SCED 490; or permission of instructor.", "5"
"ELED", "471", "DOCUMENTING TEACHING", "Capstone experience for the preparation of a Teacher Work Sample documenting the candidate&#8217;s ability to design and implement standards-based instruction, assess student learning and reflect on the teaching and learning process. Includes practicum experience in an elementary or middle school classroom and participation in a collegial learning community.", " ELED 470", "5"
"ELED", "472", "DEVELOPING TEACHING SEMINAR", "Strengthening teaching understandings, skills, and dispositions with an emphasis on learners and learning in classroom contexts, subject matter knowledge and pedagogy, and developing and sustaining a productive and inclusive classroom culture and organization. Not open to students who have received credit for ELED 470.", " Admission to Woodring College&#8217;s Teacher Education Outreach Programs; ELED 372 and ELED 373; Co-requisite: ELED 473", "3"
"ELED", "473", "DEVELOPING TEACHING - PRACTICUM", "Practicum experiences in an elementary or middle school classroom related to the content of ELED 472. Not open to students who have received credit for ELED 470. S/U grading.", " Admission to Woodring College&#8217;s Teacher Education Outreach Programs; ELED 372 and ELED 373; Co-requisite: ELED 472.", "2"
"ELED", "474", "DOCUMENTING TEACHING SEMINAR", "Capstone experience for the preparation of a final electronic portfolio documenting experiences in learning to teach and the ability to impact elementary student growth and learning. Not open to students who have received credit for ELED 471.", " Admission to Woodring College&#8217;s Teacher Education Outreach Programs; Completion of ELED 472 and ELED 473; and Co-requisite: ELED 475", "3"
"ELED", "475", "DOCUMENTING TEACHING - PRACTICUM", "Practicum experiences in an elementary or middle school classroom related to the content of ELED 474 and participation in a collegial learning community. Not open to students who have received credit for ELED 471. S/U grading.", " Admission to Woodring College&#8217;s Teacher Education Outreach Programs; ELED 472 and 473; Co-requisite: ELED 474.", "2"
"ELED", "478", "LITERACY: FLUENT COMMUNICATORS SEMINAR", "Understanding the components and structure of a comprehensive literacy program for addressing reading, writing, listening, and speaking in the elementary classroom, with a particular focus on developing and supporting fluent communicators. Not open to students who have received credit for ELED 481.", " Admission to Woodring College&#8217;s Teacher Education Outreach Programs; ELED 380; Co-requisite: ELED 479.", "4"
"ELED", "479", "LITERACY: FLUENT COMMUNICATORS - PRACTICUM", "Practicum experiences in an elementary or middle school classroom related to the content of ELED 478. Not open to students who have received credit for ELED 481. S/U grading.", " Admission to Woodring College Elementary Teacher Outreach Programs; ELED 380. Co-requisite: ELED 478.", "2"
"ELED", "480", "LITERACY: BEGINNING COMMUNICATORS", "Application of theoretical and research-based concepts of literacy.  Teaching and learning of emergent/beginning communicators in a pluralistic society.  Includes practicum experiences in an elementary or middle school classroom.", " ELED 370 or ECE 391 for ECE majors, or ENG 370 for English-Elementary major; English-Elementary major must take pre/co-requisites ENG 440, ENG 441", "5"
"ELED", "481", "LITERACY: FLUENT COMMUNICATORS", "Understanding the components and structure of a comprehensive literacy program for addressing reading, writing, listening, and speaking in the elementary classroom, with a particular focus on developing and supporting fluent communicators.  Includes practicum experiences in an elementary or middle school classroom.", " ELED 480", "5"
"ELED", "485", "BASIC READING INSTRUCTION", "Basic reading instruction in grades K-8; methods and materials for teaching reading, reading readiness; word attack skills, word reading skills, comprehension skills; grouping; lesson planning.", " ELED 320", "3"
"ELED", "486", "LITERACY DIFFICULTIES IN THE K-12 CLASSROOM", "Analysis, correction and prevention of literacy difficulties in K-12 classrooms; refinement of group and informal assessment; supervised practicum with pupils having mild difficulties in reading, writing, and/or oral language.", " Permission of instructor.", "4"
"ELED", "488", "INDIVIDUALIZED READING INSTRUCTION", "Principles and practices of individualized reading with emphasis on problems in organizing classroom programs for meeting individual interests and needs.", "", "1"
"ELED", "489", "LANGUAGE STRUCTURE AND READING DEVELOPMENT", "Examines the structure of language and its development in children with consideration of how this structure and development are critical to effective reading instruction.", "", "4"
"ELED", "490", "TEACHING LABORATORY", "Diagnosis of students, lesson preparation, videotaped peer teaching, analysis of teaching, lesson redesign.", " SEC 471 or SEC 571 or program advisor permission", "4"
"ELED", "490", "September Experience", "Observation and participation in the opening of school. S/U grading.", " department permission", "2"
"ELED", "491", "SEPTEMBER EXPERIENCE", "Observation and participation in the opening of school. S/U grading.", " Department permission.", "2"
"ELED", "492", "PRACTICUM: EXPERIENCE IN LITERACY METHODS", "In-school experience observing and teaching reading and language arts. S/U grading.", " ELED 480 and 481.", "4"
"ELED", "494", "INTERNSHIP - ELEMENTARY", "Supervised teaching experience to develop and demonstrate teaching competence at the primary and/or intermediate grades. Repeatable to 24 cr. S/U grading.", " recommended for supervised teaching", "2"
"ELED", "495", "INTERNSHIP - EARLY CHILDHOOD EDUCATION", "Observation and participation in the opening of school. S/U grading.", " Department permission.", "2"
"ELED", "505", "BOOKS AND MATERIALS:  USE AND EVALUATION", "Study and selection of children&#8217;s and adolescent literature (fiction and poetry). Literary criticism. Use of various media.", " ELED 405 or permission", "4"
"ELED", "518", "CURRENT ISSUES IN EDUCATION", "Examination and discussion of several current issues in Elementary Education. Repeatable to a maximum of 5 credits.", " Graduate status or permission of instructor.", "1"
"ELED", "521", "SEMINAR IN ELEMENTARY CURRICULUM", "Advanced study of curriculum planning and development, including design, materials and problems in curriculum change. Independent research is expected.", " Completion of teaching certification requirement; elementary K-8 teaching endorsement", "4"
"ELED", "530", "PLAY AND THE CHILD", "Examination of the nature and role of play in the cognitive, affective, physical and social development of the child. Attention given to the educative functions of play and implications of those functions for curriculum and instruction.", " graduate standing or teaching experience", "4"
"ELED", "531", "SEMINAR IN EARLY CHILDHOOD EDUCATION", "In-depth exploration of programs, theories and significant recent research in early childhood education.", " Permission of instructor", "4"
"ELED", "531", "ADVANCED SEMINAR IN EARLY CHILDHOOD EDUCATION", "Specific problems are drawn from the field and content organized according to student need.", " ELED 531, ELED 596A", "4"
"ELED", "533", "ADVANCED SEMINAR IN ELEMENTARY EDUCATION", "Advanced study of individual research topics in elementary education.", " advancement to candidacy", "4"
"ELED", "535", "RESEARCH ANALYSIS OF CURRENT ISSUES IN ELEMENTARY EDUCATION", "Examination and analysis of research underlying current issues and problems in elementary education.", " completion of teaching certification requirement; elementary K-8 teaching endorsement; EDU 501", "4"
"ELED", "538", "CURRENT ISSUES IN ASSESSMENT AND EVALUATION IN ELEMENTARY LITERACY EDUCATION", "Examines current theory, research, and practice in classroom-based literacy assessment and evaluation; includes supervised practicum.", " ELED 480 and ELED 481 or instructor permission", "4"
"ELED", "539", "MASTER&#8217;S SEMINAR", "Preparation and presentation of a seminar paper on a problem or issue in education.", " completion of teaching certification requirements; elementary K-8 endorsement; advancement to candidacy; ELED 501, ELED 521, ELED 535; EDF 512, EDF 513", "4"
"ELED", "555", "MIDDLE SCHOOL CURRICULUM DESIGNS AND INSTRUCTIONAL STRATEGIES", "Current trends in middle-level education; includes a review of developing curriculum ideas endorsed by the National Middle School Association. Physical, social and emotional growth of early adolescents; instructional strategies for middle-level schools; requires topical or action research project.", "", "4"
"ELED", "569", "ISSUES IN INCLUSIVE EARLY EDUCATION", "Current issues and best practices in early childhood program design and implementation. Emphasis on family-centered, play-based interagency models that serve children of all abilities. Applied research focus.", " admission to graduate school or instructor permission", "3"
"ELED", "569", "ASSESSMENT OF YOUNG CHILDREN (BIRTH-8 YEARS)", "Issues and resources for accurate and appropriate assessment of young children. Current best practices in instructionally relevant assessment, monitoring child progress and evaluating overall program success. Alternative strategies for assessing the very young child, family needs and special populations. Emphasis on critical evaluation of instruments, psychometric adequacy and technical aspects of test development.", " admission to graduate school or instructor permission", "4"
"ELED", "569", "INCLUSIVE CURRICULUM IN EARLY CHILDHOOD", "Curriculum development and adaptation for infants, toddlers, and preschool children. Includes available resources, best practices with the developmentally young and play-based criteria. Focus on model program curricular approaches, the use of daily routines and parent-child interaction as a context and content for curriculum, and peer-mediated learning strategies. Emphasis on efficacy research and the impact of various curricular models.", " admission to graduate school or instructor permission", "3"
"ELED", "583", "LITERACY AND CHILDREN&#8217;S LITERATURE", "Teaching basic reading skills through the use of children&#8217;s books; selection and analysis of children&#8217;s books in order to teach literacy, from beginning or pre-word recognition levels through junior/senior high level.", " teaching experience", "4"
"ELED", "584", "TEACHING THE INTEGRATED LANGUAGE ARTS", "Teaching activities designed to foster continuing development of literacy, in part, through stressing interrelationships between the various forms of language.", " graduate standing or teaching experience", "4"
"ELED", "585", "SEMINAR IN LITERACY EDUCATION", "Literacy education research and its application to classroom practices, to individual problems in the teaching of reading, to supervision and administration of reading programs.", " Permission of instructor", "3"
"ELED", "586", "SEMINAR FOR LITERACY SPECIALISTS", "Summary course in the Masters in Literacy, focuses on the role of the future literacy specialist in the analysis, correction, and prevention of literacy difficulties. Designed to refine the teacher leader&#8217;s knowledge of assessment, evaluation, planning, and teaching of readers, writers, and language users. Includes a 20 hour practicum.", " ELED 518 or permission of instructor.", "5"
"ELED", "587", "IMPROVEMENT OF INSTRUCTION IN LITERACY", "Teaching developmental reading; methods, materials, theory.", " minimum of one previous course in teaching of reading or teaching experience", "4"
"ELED", "589", "LANGUAGE ACQUISITION AND LITERACY DEVELOPMENT", "Exploration of current theories in language acquisition, linguistics and psycholinguistics, and implications for early childhood education and literacy instruction.", " graduate standing or teaching experience", "4"
"ELED", "594", "PRACTICUM IN READING DIAGNOSIS AND REMEDIATION", "Assessment and correction of reading difficulties: supervised practica in use of diagnostic reading tests.", " Graduate status or permission of instructor.", "4"
"ELED", "594", "PRACTICUM IN READING DIAGNOSIS AND REMEDIATION", "Remedial instruction of children with reading problems: clinical practicum.", " Graduate status or permission of instructor.", "4"
"ELED", "690", "THESIS", "Research study under the direction of a faculty committee. Repeatable to a maximum of 9 cr. S/U grading", " advancement to candidacy; student&#8217;s graduate committee approval", "1"
"ELED", "691", "RESEARCH SEMINAR", "Graduate research under the direction of a program advisor/committee. Repeatable to a maximum of 6 cr. S/U grading.", " student&#8217;s graduate committee/program advisor approval", "1"
"ETEC", "110", "ENGINEERING DESIGN GRAPHICS I", "Introduction to the engineering design process. Course topics include the design process, ideation sketching, communication drawing, documentation drawing, three-dimensional Computer-Aided Design for product development.", "", "3"
"ETEC", "111", "ENGINEERING DESIGN GRAPHICS II", "Second course in engineering design graphics. Includes further study of the design process, creating design specifications, Computer-Aided Design and Drafting for parametric modeling, assembly modeling and technical drawing, rapid prototyping.", " ETEC 110 or equivalent", "3"
"ETEC", "112", "INTRODUCTION TO ENGINEERING, DESIGN AND GRAPHICS", "Introduces students to the field of engineering, the design process and communication of ideas with graphics.  Includes team design projects, drawing instruction and assignments, overviews of the different engineering disciplines, engineering history, case studies of engineering feats and failures, and how things are made.", "", "3"
"ETEC", "113", "INTRODUCTION TO COMPUTER-AIDED DESIGN", "Introduction to parametric, Computer-Aided Design.  Covers sketching and feature-based modeling in the creation of 3D parts for engineered products, assembly modeling and drafting.  Emphasizes modeling of machined and plastic components and generation of drawings with proper dimensioning and GDT.", " ETEC 112 or concurrent.", "4"
"ETEC", "214", "SOPHOMORE INDUSTRIAL DESIGN I", "Introductory industrial design studio course explores the use of different media and techniques to create innovative solutions for two- and three-dimensional design problems. Emphasis on fundamental design principles, ability to express new ideas, and awareness of the consumer market.", " ETEC 231", "5"
"ETEC", "215", "HISTORY OF INDUSTRIAL DESIGN", "A historical overview of mass-produced products, the designers who created them, and their influence on our culture and society. International perspective covering significant events from the Industrial Revolution to the present.", "", "3"
"ETEC", "216", "SOPHOMORE INDUSTRIAL DESIGN II", "Second industrial design studio course focusing on more difficult design problems and using a more comprehensive design methodology. Additional emphasis on idea generation, human factors, basic mechanics and fabrication of models.", " ETEC 110 and ETEC 214.", "5"
"ETEC", "220", "INTRODUCTION TO ENGINEERING MATERIALS", "The relationship between the properties, structure and processes of engineering materials is discussed. Emphasis on the fundamentals of selecting materials based on engineering design criteria. Also offered as part of the new Materials Science Minor core as MSCI 201.", " MATH 115 or MATH 118, CHEM 121 or CHEM 125; PHYS 114 or PHYS 121 or concurrent.", "4"
"ETEC", "221", "WELDING", "Basic concepts in welding to include shielded metal arc welding, oxy-acetylene welding, welding symbols, heat treatment, soldering and brazing, survey of processes.", " ETEC 220", "3"
"ETEC", "222", "FOUNDRY, FORMING AND JOINING", "Survey of the principles and practices employed in contemporary metal-casting and forming industries. Emphasis is placed on applications of the concept of design for manufacturability.", " ETEC 220", "4"
"ETEC", "223", "MACHINE METAL PROCESSES", "Basic concepts and skills in machine metal processes.", " MATH 114; ETEC 111 or concurrent.", "4"
"ETEC", "224", "APPLIED ENGINEERING STATICS", "Principles and basic concepts of statics including: vector analysis applied to equilibrium of rigid body systems and subsystems, force and moment resultants, free body diagrams, internal forces and friction. Analysis of basic structural and machine systems and components. Shear and moment diagrams. Fundamentals of linear algebra and the solution of simultaneous systems.", " MATH 125 or concurrent; PHYS 121 or departmental permission.", "4"
"ETEC", "225", "STRENGTH OF MATERIALS", "Internal response of structural members to forces; principal stresses and strains; combined stresses.", " ETEC 220, ETEC 224; MATH 125", "5"
"ETEC", "226", "ENGINEERING DYNAMICS", "Kinematics and kinetics of particles and rigid bodies, including methods of work and energy, and impulse and momentum.", " ETEC 224, MATH 224", "4"
"ETEC", "231", "DESIGN PROBLEMS IN WOODWORKING", "Technology education and industrial design majors are given priority enrollment. Wood as a material for solving a variety of design problems.", " ETEC 110 recommended.", "4"
"ETEC", "246", "MANUFACTURING PROCESSES I", "An introduction to the manufacturing processes used to cast, form, cut, and join metal when creating parts per an engineering drawing.  Students will be introduced, but not limited, to Foundry, Forming, Joining and Manual Machining processes.", " MATH 115 or higher; ETEC 113; ETEC 220 or concurrent; or permission of instructor.", "4"
"ETEC", "270", "ELECTRONICS SEMINAR", "Introduction to careers in electronics. Seminars presented by industrial representatives and Western faculty. Topics include sales and customer service, product development and design, manufacturing, entrepreneurial opportunities, marketing, and an introduction to computer tools. S/U grading.", "", "1"
"ETEC", "271", "CIRCUIT ANALYSIS I", "Fundamental properties of electrical components and their use in DC and AC circuits. Use of basic laws and theorems in circuit analysis and design. Laboratory experiments with electrical components and circuits.", " MATH 114 or concurrent.", "5"
"ETEC", "272", "ELECTRONIC DEVICES AND CIRCUITS", "A first course in electronic devices and circuits. Fundamental properties of semiconductor devices and their behavior in electronic circuits. Laboratory experiments in construction, testing, investigation and troubleshooting.", " ETEC 271", "4"
"ETEC", "273", "DIGITAL ELECTRONICS", "Introductory digital electronics with emphasis on basic digital concepts, Boolean algebra, digital integrated circuit devices and the major functional units from building block approach. Laboratory with applications, constructing, testing and troubleshooting of digital circuits.", " ETEC 271, EET major or written permission", "4"
"ETEC", "274", "FUNDAMENTALS OF MICROPROCESSORS", "Introduction to microprocessors and programming concepts. Study of structured programming, instruction sets, hardware and interfacing techniques. Laboratory experiments with popular units.", " ETEC 273; CSCI 140 or CSCI 141; EET major or written permission.", "5"
"ETEC", "280", "POWER MECHANICS", "Design principles of major power sources: including Otto cycle, Clerk cycle, Diesel, Wankel, Stirling cycle and Rankine cycle engines.", "", "5"
"ETEC", "281", "POWER TRANSMISSION", "Principles and practices of mechanical transmission of power. Gear drive, chain drive, belt drive, overrunning clutches, universal joints, synchromesh transmissions and limited slip differentials are covered in theory and practice.", " ETEC 280 or concurrent.", "5"
"ETEC", "301", "MATERIALS FOR DESIGN", "Fundamentals of materials technology for industrial design majors. Properties and processing of materials with an emphasis on plastics.", " ETEC 110, Industrial design or technology education majors or permission.", "5"
"ETEC", "305", "COMPUTER-AIDED DESIGN ANIMATION", "Development of design animations. Students will utilize a computer-aided design package to produce renderings and animations.", " ETEC 110 or permission", "4"
"ETEC", "311", "PERSPECTIVE AND RENDERING I", "First half of course explores perspective systems, shadow construction, reflections and other aspects of technical drawing as they apply to industrial design. Second half applies perspective skills to realistic marker rendering of materials and products as well as rapid visualization as an informal means of expressing new ideas quickly.", " ETEC 110 or concurrent with junior standing or one of the following with permission of instructor: EGEO 350, EGEO 352, ESTU 401.", "4"
"ETEC", "312", "INDUSTRIAL DESIGN CAD SKILLS", "Computer-intensive course focusing on solid modeling, advanced rendering techniques, vector-based drawing and raster-based image editing relevant to industrial design that will enable students to present and communicate product design concepts skillfully.", " ETEC 311 or concurrent or permission of instructor.", "4"
"ETEC", "313", "ARCHITECTURAL CONCEPTS AND RESIDENTIAL PLANNING", "Historical development; considerations of design; analysis of needs; utilization of sites; preparation of plans.", " ETEC 110", "5"
"ETEC", "314", "JUNIOR INDUSTRIAL DESIGN I", "Studio course work emphasizing a comprehensive design methodology which includes market research, problem identification, idea generation, implementation and presentation. Additional focus on a team approach.", " Acceptance into junior industrial design program.", "5"
"ETEC", "315", "PERSPECTIVE AND RENDERING II", "Advanced applications of perspective and rendering will include further exploration in various media including the use of computers in generating product images.", " ETEC 311", "4"
"ETEC", "316", "JUNIOR INDUSTRIAL DESIGN II", "Studio course work focusing on the development of a concept from the research phase to a three-dimensional model that is submitted to a national competition. Emphasis on concise project explanation, descriptive drawings and quality photo-documentation of model.", " ETEC 314", "5"
"ETEC", "318", "JUNIOR INDUSTRIAL DESIGN III", "Studio course work focusing on a collaborative project with industry. Assignments are jointly directed by the instructor and industry. Students are expected to relate to the industry sponsor as their client and perform their work professionally.", " ETEC 316", "5"
"ETEC", "322", "NUMERICAL CONTROL OPERATIONS", "Laboratory-intensive course which provides students with the opportunity to design, program and produce NC and CNC manufactured parts.", " ETEC 246; limited to Manufacturing Engineering Technology, Manufacturing Engineering Technology-CAD/CAM and Plastics Engineering Technology majors during Phase I.", "4"
"ETEC", "325", "MANUFACTURING PROCESS PLANNING", "Process planning for manufacturing.  Determination of process steps.  Workstation design, including ergonomic, safety, and health considerations.  Introduction to engineering economics.", " ETEC 246; MATH 245 or concurrent or equivalent.", "4"
"ETEC", "326", "FLUID POWER", "Fluid properties, basic principles of pneumatic and hydraulic power components and systems, control techniques, and fluid system analysis and design.", " MATH 125; CSCI 140 or equivalent; ETEC 225, ETEC 351 or concurrent.", "4"
"ETEC", "327", "MANUFACTURING ECONOMICS", "Examines many techniques to factor cost into manufacturing decisions. Topics covered include capital allocation, product cost estimating, work measurement, value engineering and budgeting.", " MATH 115 or higher; ETEC 246.", "3"
"ETEC", "333", "POLYMER TECHNOLOGY", "Polymer science and analysis of basic plastics materials; experience in product design, tooling, and processing of thermoplastic.", " ETEC 220.  ETEC 110 recommended.", "5"
"ETEC", "334", "REINFORCED PLASTICS/COMPOSITES", "Polymer and reinforcement systems; material testing; mold design and development; laboratory involvement in reinforced plastics production processes.", " ETEC 333", "5"
"ETEC", "335", "TOOLING FOR PLASTICS PROCESSING", "Design and construction of various types of production molds that are used for processing plastics. Product design in relationship to molding techniques and various techniques and materials used to construct the molds are the major units of study.  Extensive lab work.", " ETEC 322; ETEC 333; ETEC 338 or ETEC 362.", "4"
"ETEC", "337", "Secondary Operations", "Introduction to materials and processes used for secondary operations. Topics such as color theory, surface treatments, composition and applications of coatings, assembly processes and decorating processes. Laboratory work in various secondary operations.", " Co-req: ETEC 333", "3"
"ETEC", "338", "INJECTION MOLDING", "Theory and practice of injection molding.  Analysis of machine functions, processing parameters, production tooling, process control systems, quality assurance, automation, theology of polymers, heat transfer.  Extensive lab experience.", " ETEC 333 and PHYS 122", "4"
"ETEC", "341", "ENGINEERING AND SOCIETY", "Explores the relationship between the engineering profession and society, and the role of communication in engineering. Proposals, reports, documentation of procedures, presentations, and communication to multiple audiences will be discussed and practiced.", " ENG 101; COMM 101 or COMM 235; ETEC 246 or ETEC 271; ETEC 422 or concurrent OR ETEC 430 or concurrent.", "4"
"ETEC", "344", "INDUSTRIAL QUALITY ASSURANCE", "Quality assurance as applied to industrial manufacturing operations. One-fourth of this course is used to enhance and expand on applied statistics.", " MATH 240 or MATH 245", "4"
"ETEC", "346", "MANUFACTURING AND DESIGN", "Product design with an emphasis on material selection and the processes that can be used for the selected material to manufacture the desired part.", " ETEC 246; ETEC 325 or ETEC 327; COMM 101.", "4"
"ETEC", "351", "ELECTRONICS FOR ENGINEERING TECHNOLOGY I", "Analysis of basic electric circuits, design of simple analog and digital circuits including power supplies, transistor amplifiers, operational amplifiers, timers and logic devices. Laboratory reinforces the circuit concepts presented in the classroom and promotes competent use of basic electronic instruments. Cannot be taken for credit by EET majors.", " MATH 115 or MATH 118", "4"
"ETEC", "352", "ELECTRONICS FOR ENGINEERING TECHNOLOGY II", "Analysis and design of advanced analog and digital circuits, three-phase power, magnetic circuits, transformers, DC and AC motors. Cannot be taken for credit by EET majors.", " ETEC 351 and PHYS 123.", "4"
"ETEC", "354", "ELECTRONICS FOR ENGINEERING TECHNOLOGY III", "The characteristics and use of typical transducers and sensors used to monitor or control industrial processes. Study of programmable logic controllers and other microprocessor-based systems used to monitor and control industrial processes. Cannot be taken for credit by EET majors.", " ETEC 352; EET majors cannot take for credit", "4"
"ETEC", "361", "ADVANCED CAD: ASSEMBLY AND DESIGN MECHANISMS", "Advanced topics in computer-aided design and parametric modeling, including advanced part design, top-down assembly design, and modeling and simulation of mechanisms.", " ETEC 113.", "4"
"ETEC", "362", "ADVANCED CAD: SURFACE MODELING", "Advanced topics in computer-aided design and parametric modeling with a focus on surface modeling for creating complex and free-form shapes.", " ETEC 113", "4"
"ETEC", "371", "CIRCUIT ANALYSIS II", "A second course in DC and AC circuits with increased emphasis on mathematical techniques used in electrical circuit analysis and design. Use of network theorems, vector analysis techniques, polyphase circuits and additional topics. Structured laboratory with emphasis on measurement, theory and applications, test equipment, verification of circuit laws, data analysis and formal report preparation.", " ETEC 271, MATH 124", "5"
"ETEC", "372", "ELECTRONIC ANALYSIS AND DESIGN", "A second course in electronic devices and circuits with increased emphasis on mathematical modeling and techniques used in analysis and design. Study of semiconductor theory and devices, small and large signal amplifier configurations, hybrid-pi models, frequency response and multistage circuits. Laboratory with emphasis on practical design, construction, testing and evaluation. Formal report preparation.", " ETEC 272, ETEC 371; EET major or written permission", "5"
"ETEC", "373", "DIGITAL SYSTEMS", "An upper-division course in digital system analysis and design including the study of sequential/state machine design techniques and applications with an emphasis on VHDL and ASIC devices.  Laboratory projects with formal reports.", " ETEC 272, ETEC 273 or CS 227", "5"
"ETEC", "374", "MICROPROCESSOR APPLICATIONS", "Upper-division study of microprocessors, support devices, and peripheral equipment and their integration into microcomputer systems. Study of various hardware configurations and interfacing techniques. Application-oriented laboratory experiments and design problems.", " ETEC 274 or CSCI 227; ETEC 373", "5"
"ETEC", "375", "ELECTRONIC SYSTEMS", "A study designed to acquaint the student with the operation of electronic systems. Feedback systems, multi-phase power systems and solid state control systems. Structured laboratory with emphasis on experimental verification of results, original design, data analysis and formal report preparation.", " ETEC 272", "5"
"ETEC", "376", "ELECTRICAL POWER", "A study of electrical power concepts and components. Topics will include complex numbers, three-phase power systems, DC and AC motors and generators, control system components and power electronics. Laboratory investigation of characteristics of above components and systems.", " ETEC 371 and PHYS 123 or concurrent; or written permission.", "4"
"ETEC", "377", "INSTRUMENTATION", "An introduction to electronic instrumentation techniques. Topics include sensors, signal conditioning circuits and noise reduction. Sensor topics include force, torque, pressure, acceleration and temperature. Signal conditioning topics include bridge circuits, amplifiers, filters and analog-to-digital conversion. Laboratory investigation of characteristics of above components and systems.", " ETEC 379", "4"
"ETEC", "378", "NETWORK ANALYSIS", "General analysis of linear networks using classical methods, Laplace transforms and computer-aided methods. Topics include single element transients, first- and second-order circuits, transfer function analysis and Bode plots.", " ETEC 371; MATH 321 or concurrent; EET major or written permission.", "4"
"ETEC", "379", "ACTIVE LINEAR AND NON-LINEAR CIRCUITS", "Upper-division treatment of active linear and non-linear circuits. Analysis, design, testing, and evaluation of electronic circuits and subsystems with primary emphasis on the application of integrated circuit components and modules. Computer modeling of complex electronic circuits with frequency response, sensitivity and worse-case analysis. Laboratory projects with formal report preparation.", " ETEC 375, ETEC 378 or written permission", "5"
"ETEC", "380", "ADVANCED POWER MECHANICS", "Efficiency determinants, power measurement, development of concepts introduced in ETEC 280. Engine and chassis dynamometer testing and port air flow testing.", " ETEC 280", "3"
"ETEC", "381", "ADVANCED POWER TRANSMISSION", "Principles of automatic transmission function, hardware and controls are covered. Practical approach to manual transmission design including structural housings, geartrain, bearing selection and shift system elements.", " ETEC 225, ETEC 281.", "3"
"ETEC", "382", "AUTOMOTIVE ELECTRONICS", "Basic principles of automotive communication networks and control systems, operation and calibration of sensors and actuators, vehicle wiring harness design considerations, wiring diagrams, diagnostics and troubleshooting.", " ETEC 280", "4"
